"","Phylum","Class","Order","Family","Genus","Species","Subspecies","Strain","GOLD_Organism_ID","GOLD_Project_ID","IMG_Genome_ID","NCBI_Taxonomy_ID","NCBI_Phylum","NCBI_Class","NCBI_Order","NCBI_Family","NCBI_Genus","NCBI_Species","Article_Url","Metabolic_Traits","AI_Predicted"
"3027","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pylori","NA","ATCC 43504, DSM 4867, JCM 7653, LMG 7539, NCTC 11637","Go0151523, Go0004882","Gp0004882, Gp0342039, Gp0441688","2879776430, 2896621630","102618, 210","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pylori","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3028","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","acinonychis","NA","90-119, ATCC 51101, CCUG 29263","Go0018821","NA","NA","212","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","acinonychis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3029","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","aurati","NA","MIT 97-5075c","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3030","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","bilis","NA","Hb-1, ATCC 51630","Go0044081","Gp0044081, Gp0132922, Gp0393251","2700989481, 2563366541, 2917782786","1408441","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","bilis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3031","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","bizzozeronii","NA","Storkis, CCUG 35545","Go0020475","Gp0020475","2534682345","1002805","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","bizzozeronii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3032","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canadensis","NA","NLEP-16143, MIT 98-5491, ATCC 700968","Go0003605","Gp0003605, Gp0005045, Gp0005864","2806310687, 643886213","537970","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canadensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3033","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canis","NA","ATCC 51401, NCTC 12739","Go0019054","Gp0019054","NA","29419","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3034","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cholecystus","NA","Hkb-1, ATCC 700242","Go0028798","Gp0373189","2916544903","45498","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cholecystus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3035","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cinaedi","NA","ATCC 35683, CCUG 18818, DSM 5359","Go0003606","Gp0003606","643886141","537971","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cinaedi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3036","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","felis","NA","CS1, ATCC 49179","Go0008551","Gp0008551","649633054","936155","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","felis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3037","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","fennelliae","NA","231, ATCC 35684, CCUG 18820, DSM 7491","Go0029322","NA","NA","215","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","fennelliae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3038","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","ganmani","NA","CMRI H02, CCUG 43526","Go0028195","NA","NA","60246","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","ganmani","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3039","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","hepaticus","NA","Fox Hh-2, ATCC 51448","Go0032661","NA","NA","32025","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","hepaticus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3040","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mesocricetorum","NA","MU 97-1514, ATCC 700932, CCUG 45420","Go0027794","NA","NA","87012","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mesocricetorum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3041","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","muridarum","NA","ST1, ATCC 49282","Go0029323","NA","NA","216","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","muridarum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3042","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mustelae","NA","R85-13-6, ATCC 43772, CCUG 25715, NCTC 12198","Go0468511, Go0001517","Gp0001517, Gp0008375, Gp0342123","646564537, 2808606644","679897, 217","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mustelae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3043","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","nemestrinae","NA","T81213-NTB, ATCC 49396, CCUG 32350, DSM 7492","Go0029321","NA","NA","210","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pylori","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3044","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pametensis","NA","B9, ATCC 51478, CCUG 29255","Go0018933","Gp0018933","2546825547","1408442","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pametensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3045","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pullorum","NA","NCTC 12824","Go0003982","Gp0003982","NA","552535","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pullorum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3046","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","rodentium","NA","MIT 95-1707, ATCC 700285","Go0032331","Gp0032331","2558309108","1449345","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","rodentium","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3047","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","salomonis","NA","Inkinen, CCUG 37845","Go0027930","NA","NA","56878","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","salomonis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3048","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","trogontum","NA","LRB 8581, ATCC 700114","Go0029008","Gp0132248","2671181141","50960","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","trogontum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3049","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","typhlonius","NA","MIT 97-6810, ATCC BAA-367","Go0024977","NA","NA","76936","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","typhlonius","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01073","NA:NA:NA:NA:NA:NA","N"
"3050","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Heliimonas","saccharivorans","NA","L2-4, CECT 8122, LMG 26919","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01903","NA:NA:NA:NA:NA:NA","Y"
"3051","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacillus","mobilis","NA","ATCC 43427, DSMZ 6151","Go0032944","NA","NA","28064","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacillus","mobilis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00633","NA:NA:NA:NA:NA:NA","N"
"3052","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium","chlorum","NA","ATCC 35205, DSMZ 3682","Go0573605","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00634","NA:NA:NA:NA:NA:NA","N"
"3053","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium","gestii","NA","Chainat, ATCC 43375","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00634","NA:NA:NA:NA:NA:NA","N"
"3054","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium","modesticaldum","NA","Ice1, ATCC 51547","Go0001523","Gp0001523","641522632","498761","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliobacterium","modesticaldum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00634","NA:NA:NA:NA:NA:NA","N"
"3055","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliophilum","fasciatum","NA","ATCC 51790","Go0006164","Gp0006164","NA","35700","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliophilum","fasciatum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00635","NA:NA:NA:NA:NA:NA","N"
"3056","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliorestis","daurensis","NA","BT-H1, ATCC 700798","Go0024993","NA","NA","79599","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Heliorestis","daurensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00636","NA:NA:NA:NA:NA:NA","N"
"3057","Chloroflexi","Chloroflexi","Chloroflexales","Chloroflexaceae","Heliothrix","oregonensis","NA","IS/F-1","Go0029941","NA","NA","1110","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Heliothrix","oregonensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00382","NA:NA:NA:NA:NA:NA","N"
"3058","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","algicola","NA","MCS27, LMG 29152, CCUG 67844","Go0484055","Gp0367767","2832873813","1608422","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","algicola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3059","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","aquimarina","NA","P38, CCTCC AB 208227, LMG 24711, MCCC 1A01086","Go0031469","Gp0367765","2832863383","545261","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","aquimarina","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3060","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","barbarensis","NA","MCS23, LMG 28705, CCUG 66934","Go0484060","Gp0367772","2831698200","86342","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","barbarensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3061","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","litoralis","NA","SD10, KACC 13700, DSM 22014","Go0030241","Gp0367766","2831707323","568102","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","litoralis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3062","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","marina","NA","Iso4, KCTC 12513, DSM 19595, JCM 15116","Go0013708","Gp0013708","2519103046","1121949","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","marina","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3063","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Henriciella","pelagia","NA","LA220, CGMCC 1.15928, KCTC 52577","Go0484058","Gp0367770","2839925148","1977912","Proteobacteria","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Henriciella","pelagia","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01801","Fermentation:NA:NA:NA:Endogenous:NA","N"
"3064","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","seropedicae","NA","Z67, ATCC35892, BR 11175, DSM 6445","Go0301331","NA","NA","964","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","seropedicae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00963","NA:NA:NA:NA:NA:NA","N"
"3065","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","frisingense","NA","DSM 13128, GSF30","Go0008421","Gp0008421","2540341032","864073","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","frisingense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00963","NA:NA:NA:NA:NA:NA","N"
"3066","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","rubrisubalbicans","NA","ATCC 19308, BR11192, DSM 9440, LMG 2286, NCPPB 1027","Go0247911, Go0247904, Go0247786","NA","NA","80842","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","rubrisubalbicans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00963","NA:NA:NA:NA:NA:NA","N"
"3067","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","flava","NA","NBRC 16403, VKM Ac-2058, DSM 26474","Go0031779","Gp0126955","2844852863","881268","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","flava","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01307","NA:NA:NA:NA:NA:NA","N"
"3068","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","ginsengi","NA","wged1, CGMCC 4.3491, CIP 109552, DSM 19088, JCM 13908, NBRC 104580","Go0115729","Gp0120006","2667527392","381665","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","ginsengi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01307","NA:NA:NA:NA:NA:NA","N"
"3069","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","moechotypicola","NA","RB-62, KCTC 19653, JCM 16117, DSM 25800","Go0031532","NA","NA","637393","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","moechotypicola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01307","NA:NA:NA:NA:NA:NA","N"
"3070","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","solani","NA","K 134/01, DSM 19813, JCM 18957, LMG 24387, NBRC 106740","Go0023721","Gp0023721","2731957614","1220584","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","solani","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01307","NA:NA:NA:NA:NA:NA","N"
"3071","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","cretacea","NA","K-319, ATCC 51904, BCRC 16356, DSM 44071, JCM 8553, KCTC 9335, NBRC 15474, NCIMB 13372, VKM Ac-1997","Go0138191","Gp0143231","2724679244","28444","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","cretacea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00199","NA:NA:NA:NA:NA:NA","N"
"3072","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","daliensis","NA","0385M-1, FIRDI 004, BCRC 16876, LMG 24336, NBRC 106372","Go0138185","Gp0143225","2724679243","295585","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","daliensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00199","NA:NA:NA:NA:NA:NA","N"
"3073","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","osyris","NA","YIM 65070, CCTCC AA 208019, DSM 45214, JCM 16900, NBRC 106571","Go0029630","NA","NA","28444","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","cretacea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00199","NA:NA:NA:NA:NA:NA","N"
"3074","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","sakaeratensis","NA","DMKUA 205, BCC 11662, NBRC 102641","Go0030228","Gp0143223","2724679240","564415","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","sakaeratensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00199","NA:NA:NA:NA:NA:NA","N"
"3075","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","yilanensis","NA","0351M-12, FIRDI 003, BCRC 16875, LMG 24337, NBRC 106371","Go0138187","Gp0143227","2724679242","354426","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Herbidospora","yilanensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00199","NA:NA:NA:NA:NA:NA","N"
"3076","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","aquatilis","NA","CCUG 36956, CIP 108933, DSM 18803","Go0026270","NA","NA","345342","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","aquatilis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01463","NA:NA:NA:NA:NA:NA","Y"
"3077","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","arsenicoxydans","NA","ULPAs1, CCM 7303, DSM 17148, LMG 22961","Go0000187","Gp0000187","640069313","204773","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","arsenicoxydans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01463","NA:NA:NA:NA:NA:NA","Y"
"3078","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","contaminans","NA","CCUG 53591, CCM 7991","Go0044291","NA","NA","1111140","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","contaminans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01463","NA:NA:NA:NA:NA:NA","Y"
